Trade_Time,Price_USD,Volume_BTC,Symbol
2025-10-08 18:07:55.425,123824.1,0.034,BTCUSDT
2025-10-08 18:07:55.581,123824.2,0.001,BTCUSDT
2025-10-08 18:07:55.749,123824.1,0.004,BTCUSDT
2025-10-08 18:07:56.108,123824.1,0.001,BTCUSDT
2025-10-08 18:07:56.191,123824.1,0.029,BTCUSDT
2025-10-08 18:07:56.586,123824.1,0.007,BTCUSDT
2025-10-08 18:07:56.809,123824.1,0.005,BTCUSDT
2025-10-08 18:07:57.517,123824.1,0.007,BTCUSDT
2025-10-08 18:07:57.568,123824.2,0.001,BTCUSDT
2025-10-08 18:07:57.652,123824.1,0.001,BTCUSDT
2025-10-08 18:07:58.136,123824.2,0.04,BTCUSDT
2025-10-08 18:07:58.174,123824.2,0.009,BTCUSDT
2025-10-08 18:07:58.300,123824.2,0.002,BTCUSDT
2025-10-08 18:07:58.629,123824.2,0.001,BTCUSDT
2025-10-08 18:07:58.859,123824.1,0.004,BTCUSDT
2025-10-08 18:07:59.093,123824.1,0.004,BTCUSDT
2025-10-08 18:07:59.246,123824.2,0.027,BTCUSDT
2025-10-08 18:07:59.850,123824.2,0.08,BTCUSDT
2025-10-08 18:08:00.101,123824.2,0.001,BTCUSDT
2025-10-08 18:08:00.139,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.262,123824.2,0.001,BTCUSDT
2025-10-08 18:08:00.298,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.339,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.469,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.48,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.31,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.003,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.25,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.007,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
